#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -29.50000     0.00000             1988
1    -30.72176     2.89837             33053
2    -31.93885     2.69113             35041
3    -22.14788     2.22607             27167
4    -23.11465     2.54110             22195
5    -22.81166     4.68896             14228
6    -19.50000     0.00000             1127
