#Plane_1x1
#Card       tzero  t_zero_err      entries
0    20.50000     0.00000             18
1    -32.35127     4.32716             28419
2    -26.15791     3.03198             39149
3    -34.41447     4.23883             29870
4    -35.11312     4.46472             23488
5    -34.52951     4.17760             12274
6    -27.50000     0.00000             522
