#Plane_1u1
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             18
1    -29.81215     5.35842             12321
2    -33.61943     2.77420             64830
3    -33.72519     2.93222             44829
4    -36.92212     6.47108             12426
5    86.50000     0.00000             708
