#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -27.39485     10.52020             3015
1    -31.75455     3.91136             24018
2    -30.24512     2.23233             64949
3    70.59116     7.46826             36285
4    -23.37247     2.87268             6883
5    -9.50000     0.00000             273
