#Plane_1x2
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             49
1    -33.45060     3.29113             30066
2    -35.52643     3.23744             38942
3    -32.77320     3.43337             29830
4    -33.53907     3.48342             23129
5    -32.83424     5.12382             11682
6    -21.50000     0.00000             405
