#Plane_2v1
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             24
1    -19.84609     2.59674             16508
2    -30.29877     2.77952             60818
3    -29.77766     2.98530             43557
4    -32.74635     6.30510             13267
5    86.50000     0.00000             1119
