#Plane_2u1
#Card       tzero  t_zero_err      entries
0    -32.73567     6.30495             2799
1    -29.95877     2.62137             22154
2    -20.64610     1.32815             63699
3    -21.52378     1.96447             38253
4    -25.42135     2.92751             7628
5    -19.50000     0.00000             317
