#Plane_2v2
#Card       tzero  t_zero_err      entries
0    -9.50000     0.00000             252
1    -22.12596     0.94741             182893
2    -21.08609     0.50051             593021
3    -20.56864     0.46271             596331
4    -28.61933     1.09473             207339
5    -31.39181     3.94493             13271
