#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -19.50000     0.00000             352
1    -32.21658     1.48538             238222
2    -26.54225     0.86853             384133
3    -34.38023     1.02033             359771
4    -34.89527     0.99138             340043
5    -34.25632     1.23986             226228
6    -34.70602     5.07685             11935
