#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -30.63459     3.72341             23542
1    -30.40557     1.36122             187262
2    -29.85972     0.66152             680596
3    70.47310     1.78982             615919
4    -20.75286     0.94629             82480
5    -19.50000     0.00000             1651
