#Plane_2u1
#Card       tzero  t_zero_err      entries
0    -32.23076     2.90320             21857
1    -29.55377     1.09348             171230
2    -21.34278     0.47439             648525
3    -21.26624     0.53653             653721
4    -23.45358     1.51539             92972
5    -19.50000     0.00000             2030
