#Plane_1u2
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             125
1    -24.71052     1.31551             138516
2    -24.49410     0.61497             628946
3    -30.44899     0.76792             604832
4    -33.42465     1.29288             189401
5    -34.00814     7.07839             7465
