#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -29.50000     0.00000             848
1    -33.14607     1.28714             252967
2    -35.66394     1.17603             384900
3    -33.10104     0.93980             361218
4    -32.22057     1.47638             336519
5    -31.99174     1.74629             215159
6    -24.51630     5.73358             9678
