#Plane_1v2
#Card       tzero  t_zero_err      entries
0    -31.20027     4.84276             10971
1    -34.06825     1.57778             166112
2    -32.29372     0.88536             745674
3    74.19974     1.82017             580074
4    -22.96425     1.60599             48621
5    -19.50000     0.00000             727
