#Plane_2x2
#Card       tzero  t_zero_err      entries
0    -22.42065     2.39352             24988
1    -23.04056     0.78663             285201
2    -22.96369     0.79922             354108
3    -21.50123     0.69918             331554
4    -31.58595     1.01260             316606
5    -32.31982     1.25103             251099
6    -31.35134     3.55635             21767
