#Plane_1u1
#Card       tzero  t_zero_err      entries
0    -9.50000     0.00000             121
1    -30.00972     1.53677             120630
2    -33.84719     0.81015             611662
3    -32.94786     0.77433             627424
4    -35.65109     1.40142             207744
5    77.66695     13.29379             8911
