#Plane_1v2
#Card       tzero  t_zero_err      entries
0    50.50000     0.00000             32
1    -5.50000     0.00000             1794
2    -1.48112     0.23679             33785
3    -9.87592     0.39430             312437
4    -10.94364     0.42821             326707
5    -8.72468     0.30199             179092
6    -6.77439     1.19595             9021
