#Plane_2v1
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             154
1    -9.50000     0.00000             1156
2    -1.59630     0.13682             122116
3    -0.74892     0.08190             450187
4    -4.93751     0.19482             184772
5    -6.70220     0.44046             79346
6    -3.12971     0.94056             4194
