#Plane_1v1
#Card       tzero  t_zero_err      entries
0    20.50000     0.00000             71
1    -5.85723     2.55698             2716
2    -4.28376     0.31836             56913
3    -1.09733     0.14569             352382
4    -12.48389     0.45149             304729
5    -11.44551     0.44653             148608
6    -10.12553     3.24079             2268
