#Plane_2u1
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             284
1    -8.05187     1.77836             4239
2    -1.95672     0.19570             69224
3    -0.96797     0.10646             311532
4    -8.52419     0.32393             275491
5    -10.01895     0.54302             153934
6    -1.77372     0.47608             17913
