#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -3.07813     0.77634             4367
1    -5.89119     0.54355             45753
2    -9.49855     0.49745             166999
3    -9.26145     0.27651             318472
4    -0.34421     0.16029             306639
