#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -9.50000     0.00000             1860
1    -10.74881     1.05611             36266
2    -9.48888     0.38255             185843
3    -5.09199     0.16906             384421
4    -0.96238     0.10978             262852
