#Plane_2v1
#Card       tzero  t_zero_err      entries
0    -19.50000     0.00000             548
1    -19.65447     0.47451             481053
2    -30.76543     0.64532             997892
3    -30.04547     0.94855             360134
4    -32.20046     5.11596             10139
5    100.50000     0.00000             8
