#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -32.22463     2.73190             50879
1    -30.67352     0.77283             661921
2    -31.10892     0.65179             645925
3    -21.83026     0.64994             367568
4    -23.64757     1.21319             126270
5    0.50000     0.00000             86
6    -13.50000     0.00000             14
