#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -33.68744     4.30645             15326
1    -32.24205     0.93726             274413
2    -23.84722     0.38305             1290032
3    -29.00578     1.50982             246031
4    14.50000     0.00000             88
5    -3.50000     0.00000             11
