#Plane_2u1
#Card       tzero  t_zero_err      entries
0    -30.67002     2.30524             35251
1    -29.91528     0.72223             314500
2    -21.02328     0.30953             1205329
3    -20.46912     0.71269             296480
4    -1.50000     0.00000             139
5    0.50000     0.00000             14
