#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -31.08572     10.33208             2168
1    -32.99290     0.79521             607271
2    -35.29108     0.95712             722910
3    -33.14379     0.90221             392027
4    -31.88861     1.97305             105980
5    -15.50000     0.00000             38
6    -1.50000     0.00000             7
