#Plane_2v2
#Card       tzero  t_zero_err      entries
0    -17.50000     0.00000             639
1    -21.89992     0.52573             533930
2    -21.39854     0.40579             995831
3    -20.20169     0.55745             335080
4    -30.20225     3.61409             7646
5    40.50000     0.00000             9
