#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -23.50000     0.00000             820
1    -32.11397     0.91354             572465
2    -26.31578     0.59306             731870
3    -34.21401     0.91688             399382
4    -34.69199     1.64867             113923
5    30.50000     0.00000             97
6    -3.50000     0.00000             12
