#Plane_1u1
#Card       tzero  t_zero_err      entries
0    -9.50000     0.00000             194
1    -29.70709     1.00907             366825
2    -34.23586     0.64404             1082770
3    -32.86996     1.15826             370386
4    -38.08737     7.79537             9040
5    -9.50000     0.00000             17
