#Plane_2x2
#Card       tzero  t_zero_err      entries
0    -23.15811     1.47073             63033
1    -22.55283     0.55140             672169
2    -23.06978     0.59714             638071
3    -21.86169     0.70794             360226
4    -31.78318     1.92911             118224
5    48.50000     0.00000             42
6    14.50000     0.00000             12
