#Plane_2v2
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             49
1    -22.66662     4.13573             13412
2    -21.64000     2.52450             38856
3    -20.56686     2.62467             19991
4    -30.62059     12.42457             5011
5    -29.50000     0.00000             421
