#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -29.50000     0.00000             1623
1    -31.80858     3.18943             23715
2    -31.24866     4.11450             22336
3    -23.36113     3.19839             14999
4    -23.37901     2.99582             9476
5    -24.13762     4.12620             4755
6    -9.50000     0.00000             326
