#Plane_1x1
#Card       tzero  t_zero_err      entries
0    50.50000     0.00000             37
1    -32.49954     4.87285             20991
2    -27.54295     3.19246             25187
3    -35.05719     5.03212             16424
4    -36.42352     8.69498             9768
5    -31.23917     11.86541             4020
6    -19.50000     0.00000             154
