#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -29.50000     0.00000             844
1    -32.68637     4.43874             14004
2    -24.12362     2.50504             43692
3    -31.14278     2.77638             16172
4    -29.50000     0.00000             1832
5    40.50000     0.00000             39
