#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -30.15761     12.05571             2138
1    -30.40364     3.94803             17016
2    -29.38352     2.74105             41094
3    70.89794     10.69837             15386
4    -19.50000     0.00000             1964
5    10.50000     0.00000             62
