#Plane_1u1
#Card       tzero  t_zero_err      entries
0    60.50000     0.00000             28
1    -34.52417     4.94814             8828
2    -34.65253     3.16741             41140
3    -33.40746     3.89835             21649
4    -39.00383     6.47338             5174
5    96.50000     0.00000             281
