#Plane_2u1
#Card       tzero  t_zero_err      entries
0    -27.50000     0.00000             1979
1    -30.24572     3.67048             15540
2    -21.86546     1.83840             40589
3    -22.53789     2.15208             16568
4    -21.30563     8.76113             2196
5    -9.50000     0.00000             74
