#Plane_2v1
#Card       tzero  t_zero_err      entries
0    42.50000     0.00000             43
1    -21.13770     3.16963             11936
2    -30.99823     3.06137             38404
3    -30.71443     6.54459             21002
4    -30.94668     4.14664             5518
5    88.50000     0.00000             478
