#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -33.96422     3.56635             14886
1    -32.85251     1.33533             235793
2    -23.81359     0.41231             1097012
3    -29.50333     0.78785             538740
4    -31.10741     5.46360             18158
5    -19.50000     0.00000             370
