#Plane_1u1
#Card       tzero  t_zero_err      entries
0    -28.14241     7.86308             4590
1    -30.25266     1.31681             266191
2    -34.06876     0.67934             926721
3    -32.75144     0.92045             580288
4    -35.40759     1.95508             128975
5    70.50000     0.00000             3514
