#Plane_2x2
#Card       tzero  t_zero_err      entries
0    -23.22130     1.75833             59638
1    -22.81020     0.66777             508973
2    -23.15840     0.66004             546113
3    -21.28195     0.55867             407429
4    -31.63943     1.06221             283617
5    -31.82872     2.03265             113361
6    -30.19580     6.88586             6306
