#Plane_1v2
#Card       tzero  t_zero_err      entries
0    -33.33738     3.14260             16927
1    -34.18530     1.28494             260819
2    -32.37159     0.70731             1145238
3    75.02581     2.16032             480014
4    -23.63694     4.26841             9385
5    -9.50000     0.00000             355
