#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -31.00510     2.29361             35903
1    -30.91504     0.94767             293838
2    -29.71719     0.60247             1053645
3    70.45669     1.65465             536591
4    -20.43570     2.35128             19492
5    -19.50000     0.00000             577
