#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -32.00792     2.58730             49991
1    -30.62187     0.87530             501762
2    -31.18705     0.71764             549163
3    -22.14814     0.56401             411471
4    -23.07938     0.80643             287416
5    -23.15725     1.12020             120138
6    -21.48286     2.70403             6844
