#Plane_2v2
#Card       tzero  t_zero_err      entries
0    -25.19354     4.30181             11960
1    -21.76086     0.71368             378434
2    -21.43288     0.43611             876109
3    -20.19575     0.44142             540912
4    -28.37955     1.19781             127209
5    -29.40741     11.78461             4827
