#Plane_2v1
#Card       tzero  t_zero_err      entries
0    -24.78687     3.58408             11067
1    -20.24684     0.61365             341982
2    -30.89910     0.70821             865586
3    -30.42140     0.68868             565890
4    -31.40375     1.61419             141000
5    80.50000     0.00000             5412
