#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -37.77905     4.69305             5837
1    -33.34320     0.95554             466672
2    -35.37203     1.05907             605873
3    -33.13480     0.97251             443815
4    -32.04845     1.52533             290188
5    -31.62174     3.37750             86429
6    -26.44249     6.83060             3918
